"Matrícula";"Instituição";"Sexo";"Curso";"Turno";"Turma Atual";"Per. Let. Ingresso"
"20201LQVV0278";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2020/1"
"20191LQVV0045";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2019/1"
"20201LQVV0081";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2020/1"
"20191LQVV0282";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2019/1"
"20191LQVV0088";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2019/1"
"20172LQVV0067";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2017/2"
"20181LQVV0446";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2018/1"
"20191LQVV0070";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2019/1"
"20191LQVV0223";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2019/1"
"20191LQVV0371";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2019/1"
"20161LQVV0091";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2016/1"
"20201LQVV0448";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2020/1"
"20181LQVV0454";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2018/1"
"20181LQVV0390";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2018/1"
"20201LQVV0405";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2020/1"
"20201LQVV0090";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2020/1"
"20191LQVV0100";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2019/1"
"20191LQVV0304";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2019/1"
"20171LQVV0421";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2017/1"
"20191LQVV0142";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2019/1"
"20181LQVV0233";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2018/1"
"20191LQVV0134";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2019/1"
"20162LQVV0034";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2016/2"
"20161LQVV0237";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2016/1"
"20161LQVV0369";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2016/1"
"20201LQVV0340";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2020/1"
"20171LQVV0219";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2017/1"
"20201LQVV0430";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2020/1"
"20171LQVV0111";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2017/1"
"20191LQVV0266";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2019/1"
"20171LQVV0367";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2017/1"
"20201LQVV0316";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2020/1"
"20172LQVV0032";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2017/2"
"20201LQVV0138";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";"20201.LQVV.1";"2020/1"
"20181LQVV0411";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2018/1"
"20201LQVV0146";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2020/1"
"20171LQVV0294";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2017/1"
"20181LQVV0470";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2018/1"
"20151LQVV0271";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2015/1"
"20171LQVV0359";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2017/1"
"20171LQVV0251";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2017/1"
"20181LQVV0020";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2018/1"
"20152LQVV0044";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2015/2"
"20172LQVV0059";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2017/2"
"20181LQVV0292";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2018/1"
"20201LQVV0154";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2020/1"
"20161LQVV0490";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2016/1"
"20201LQVV0421";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2020/1"
"20201LQVV0456";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2020/1"
"20192LQVV0012";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2019/2"
"20201LQVV0464";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2020/1"
"20181LQVV0179";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2018/1"
"20171LQVV0456";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2017/1"
"20201LQVV0367";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2020/1"
"20151LQVV0166";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2015/1"
"20181LQVV0403";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2018/1"
"20201LQVV0235";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2020/1"
"20171LQVV0170";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2017/1"
"20181LQVV0381";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2018/1"
"20151LQVV0328";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2015/1"
"20201LQVV0189";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2020/1"
"20151LQVV0050";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2015/1"
"20201LQVV0243";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2020/1"
"20181LQVV0462";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2018/1"
"20201LQVV0324";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2020/1"
"20181LQVV0268";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2018/1"
"20151LQVV0190";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2015/1"
"20201LQVV0383";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2020/1"
"20161LQVV0458";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2016/1"
"20181LQVV0110";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2018/1"
"20201LQVV0197";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2020/1"
"20191LQVV0363";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2019/1"
"20172LQVV0040";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2017/2"
"20191LQVV0177";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2019/1"
"20182LQVV0014";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2018/2"
"20191LQVV0347";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2019/1"
"20201LQVV0375";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2020/1"
"20191LQVV0193";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2019/1"
"20161LQVV0040";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2016/1"
"20191LQVV0339";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2019/1"
"20171LQVV0375";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2017/1"
"20171LQVV0022";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2017/1"
"20112LQVV0106";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2011/2"
"20161LQVV0270";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2016/1"
"20181LQVV0039";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2018/1"
"20171LQVV0405";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2017/1"
"20171LQVV0014";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2017/1"
"20191LQVV0240";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2019/1"
"20191LQVV0061";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2019/1"
"20201LQVV0308";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2020/1"
"20161LQVV0016";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2016/1"
"20181LQVV0250";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2018/1"
"20181LQVV0330";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2018/1"
"20141LQVV0516";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2014/1"
"20192LQVV0020";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2019/2"
"20161LQVV0245";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2016/1"
"20121LQVV0528";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2012/1"
"20201LQVV0286";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2020/1"
"20171LQVV0391";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2017/1"
"20201LQVV0200";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2020/1"
"20191LQVV0169";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2019/1"
"20151LQVV0395";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2015/1"
"20201LQVV0359";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2020/1"
"20171LQVV0081";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2017/1"
"20161LQVV0431";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2016/1"
"20191LQVV0231";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2019/1"
"20191LQVV0150";"Campus Vila Velha";"F";"Licenciatura em Química";"Integral";;"2019/1"
"20171LQVV0260";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2017/1"
"20191LQVV0398";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2019/1"
"20191LQVV0215";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2019/1"
"20201LQVV0413";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2020/1"
"20171LQVV0324";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2017/1"
"20201LQVV0227";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2020/1"
"20181LQVV0055";"Campus Vila Velha";"M";"Licenciatura em Química";"Integral";;"2018/1"
"20191BAQUIN0433";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20171BAQUIN0120";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2017/1"
"20181BAQUIN0364";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20181BAQUIN0178";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20171BAQUIN0384";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2017/1"
"20191BAQUIN0336";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20181BAQUIN0143";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20191BAQUIN0280";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20171BAQUIN0457";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2017/1"
"20201BAQUIN0172";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20181BAQUIN0380";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20201BAQUIN0148";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20181BAQUIN0186";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20181BAQUIN0267";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20181BAQUIN0127";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20201BAQUIN0415";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20181BAQUIN0216";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20201BAQUIN0040";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20202BAQUIN0021";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2020/2"
"20201BAQUIN0032";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20191BAQUIN0166";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20171BAQUIN0210";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2017/1"
"20201BAQUIN0369";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20161BAQUIN0175";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2016/1"
"20201BAQUIN0385";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20201BAQUIN0431";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20201BAQUIN0300";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20201BAQUIN0253";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20191BAQUIN0220";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20191BAQUIN0360";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20191BAQUIN0204";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20191BAQUIN0042";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20161BAQUIN0140";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2016/1"
"20171BAQUIN0406";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2017/1"
"20181BAQUIN0321";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20191BAQUIN0328";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20171BAQUIN0295";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2017/1"
"20181BAQUIN0062";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20191BAQUIN0050";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20201BAQUIN0091";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20171BAQUIN0317";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2017/1"
"20161BAQUIN0272";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2016/1"
"20181BAQUIN0097";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20161BAQUIN0159";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2016/1"
"20191BAQUIN0182";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20171BAQUIN0430";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2017/1"
"20201BAQUIN0237";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20201BAQUIN0245";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20161BAQUIN0370";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2016/1"
"20181BAQUIN0208";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20161BAQUIN0132";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2016/1"
"20201BAQUIN0440";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20201BAQUIN0288";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";"20201.BAQUIN.1";"2020/1"
"20201BAQUIN0075";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20201BAQUIN0318";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20201BAQUIN0113";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20181BAQUIN0399";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20201BAQUIN0059";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20181BAQUIN0356";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20161BAQUIN0248";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2016/1"
"20181BAQUIN0151";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20191BAQUIN0263";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20181BAQUIN0046";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20171BAQUIN0368";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2017/1"
"20192BAQUIN0015";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2019/2"
"20171BAQUIN0171";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2017/1"
"20201BAQUIN0016";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20201BAQUIN0083";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20201BAQUIN0377";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";"20201.BAQUIN.1";"2020/1"
"20181BAQUIN0135";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20201BAQUIN0342";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20191BAQUIN0395";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20201BAQUIN0067";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20201BAQUIN0121";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";"20201.BAQUIN.1";"2020/1"
"20191BAQUIN0107";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20191BAQUIN0123";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20171BAQUIN0473";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2017/1"
"20191BAQUIN0158";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20201BAQUIN0296";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20201BAQUIN0164";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20171BAQUIN0163";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2017/1"
"20191BAQUIN0026";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20181BAQUIN0160";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20201BAQUIN0334";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";"20201.BAQUIN.1";"2020/1"
"20181BAQUIN0011";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20181BAQUIN0283";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20191BAQUIN0379";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20191BAQUIN0069";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20201BAQUIN0350";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20201BAQUIN0156";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20201BAQUIN0210";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20191BAQUIN0085";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20181BAQUIN0275";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20201BAQUIN0180";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20171BAQUIN0139";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2017/1"
"20161BAQUIN0469";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2016/1"
"20161BAQUIN0310";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2016/1"
"20201BAQUIN0229";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20181BAQUIN0089";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20181BAQUIN0402";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20181BAQUIN0054";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20191BAQUIN0247";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20201BAQUIN0199";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20191BAQUIN0301";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20181BAQUIN0194";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20191BAQUIN0255";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20202BAQUIN0013";"Campus Aracruz";"F";"Bacharelado em Química Industrial";"Integral";;"2020/2"
"20191BAQUIN0344";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2019/1"
"20181BAQUIN0070";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20201BAQUIN0202";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2020/1"
"20181BAQUIN0410";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2018/1"
"20161BAQUIN0337";"Campus Aracruz";"M";"Bacharelado em Química Industrial";"Integral";;"2016/1"
"20201ENG.MEC0464";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2020/1"
"20151ENG.MEC0378";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2015/1"
"20171ENG.MEC0492";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2017/1"
"20201ENG.MEC0065";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";"20201.ENG.MEC.1";"2020/1"
"20201ENG.MEC0367";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2020/1"
"20151ENG.MEC0220";"Campus Aracruz";"F";"Engenharia Mecânica";"Integral";;"2015/1"
"20191ENG.MEC0159";"Campus Aracruz";"F";"Engenharia Mecânica";"Integral";;"2019/1"
"20171ENG.MEC0409";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2017/1"
"20191ENG.MEC0035";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2019/1"
"20201ENG.MEC0316";"Campus Aracruz";"F";"Engenharia Mecânica";"Integral";;"2020/1"
"20181ENG.MEC0250";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2018/1"
"20191ENG.MEC0531";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2019/1"
"20201ENG.MEC0227";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2020/1"
"20151ENG.MEC0181";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2015/1"
"20151ENG.MEC0408";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2015/1"
"20191ENG.MEC0078";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2019/1"
"20151ENG.MEC0076";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2015/1"
"20161ENG.MEC0039";"Campus Aracruz";"F";"Engenharia Mecânica";"Integral";;"2016/1"
"20181ENG.MEC0307";"Campus Aracruz";"F";"Engenharia Mecânica";"Integral";;"2018/1"
"20161ENG.MEC0071";"Campus Aracruz";"F";"Engenharia Mecânica";"Integral";;"2016/1"
"20181ENG.MEC0510";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2018/1"
"20181ENG.MEC0269";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2018/1"
"20181ENG.MEC0218";"Campus Aracruz";"F";"Engenharia Mecânica";"Integral";;"2018/1"
"20191ENG.MEC0418";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2019/1"
"20191ENG.MEC0205";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2019/1"
"20181ENG.MEC0285";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2018/1"
"20151ENG.MEC0327";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2015/1"
"20151ENG.MEC0165";"Campus Aracruz";"F";"Engenharia Mecânica";"Integral";;"2015/1"
"20201ENG.MEC0324";"Campus Aracruz";"F";"Engenharia Mecânica";"Integral";;"2020/1"
"20191ENG.MEC0434";"Campus Aracruz";"F";"Engenharia Mecânica";"Integral";;"2019/1"
"20161ENG.MEC0357";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2016/1"
"20161ENG.MEC0403";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2016/1"
"20172ENG.MEC0014";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2017/2"
"20191ENG.MEC0442";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2019/1"
"20161ENG.MEC0454";"Campus Aracruz";"F";"Engenharia Mecânica";"Integral";;"2016/1"
"20161ENG.MEC0233";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2016/1"
"20201ENG.MEC0138";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2020/1"
"20171ENG.MEC0425";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2017/1"
"20171ENG.MEC0450";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2017/1"
"20171ENG.MEC0069";"Campus Aracruz";"F";"Engenharia Mecânica";"Integral";;"2017/1"
"20161ENG.MEC0217";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2016/1"
"20191ENG.MEC0493";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2019/1"
"20191ENG.MEC0175";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2019/1"
"20201ENG.MEC0286";"Campus Aracruz";"F";"Engenharia Mecânica";"Integral";;"2020/1"
"20171ENG.MEC0140";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2017/1"
"20201ENG.MEC0030";"Campus Aracruz";"F";"Engenharia Mecânica";"Integral";;"2020/1"
"20181ENG.MEC0382";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2018/1"
"20171ENG.MEC0395";"Campus Aracruz";"M";"Engenharia Mecânica";"Integral";;"2017/1"
